tax_path,kingdom,phylum,class,order,family,genus,species,n_pos_conn,n_neg_conn,group,Label,Middle_depth,N_reads
"91825:s__SG8-41 sp011330925:""species""	10348:g__SG8-41:""genus""	10347:f__SG8-41_A:""family""	81:o__Betaproteobacteriales:""order""	72:c__Gammaproteobacteria:""class""	71:p__Proteobacteria:""phylum""	4:k__Bacteria:""kingdom""	3:l__Bacteria:""lineage""	2:d__Bacteria:""superkingdom""	1:root:""no rank""",Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,SG8-41,SG8-41,SG8-41 sp011330925,9,2,Early-Holocene communities,HB_19,1003.8,279
"112625:s__RBG-16-66-20 sp016177575:""species""	23807:g__RBG-16-66-20:""genus""	13780:f__SG8-39_A:""family""	81:o__Betaproteobacteriales:""order""	72:c__Gammaproteobacteria:""class""	71:p__Proteobacteria:""phylum""	4:k__Bacteria:""kingdom""	3:l__Bacteria:""lineage""	2:d__Bacteria:""superkingdom""	1:root:""no rank""",Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,SG8-39,RBG-16-66-20,RBG-16-66-20 sp016177575,8,3,Early-Holocene communities,HB_18,966.1,219
"112625:s__RBG-16-66-20 sp016177575:""species""	23807:g__RBG-16-66-20:""genus""	13780:f__SG8-39_A:""family""	81:o__Betaproteobacteriales:""order""	72:c__Gammaproteobacteria:""class""	71:p__Proteobacteria:""phylum""	4:k__Bacteria:""kingdom""	3:l__Bacteria:""lineage""	2:d__Bacteria:""superkingdom""	1:root:""no rank""",Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,SG8-39,RBG-16-66-20,RBG-16-66-20 sp016177575,8,3,Early-Holocene communities,HB_19,1003.8,380
"220413:s__Nitrosocosmicus arcticus:""species""	85441:g__Nitrosocosmicus:""genus""	4735:f__Nitrososphaeraceae:""family""	815:o__Nitrososphaerales:""order""	814:c__Nitrososphaeria_A:""class""	15:p__Crenarchaeota:""phylum""	14:k__Archaea:""kingdom""	13:l__Archaea:""lineage""	12:d__Archaea:""superkingdom""	1:root:""no rank""",Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Nitrosocosmicus,Nitrosocosmicus arcticus,8,2,Early-Holocene communities,HB_22,1179.7,117
"220413:s__Nitrosocosmicus arcticus:""species""	85441:g__Nitrosocosmicus:""genus""	4735:f__Nitrososphaeraceae:""family""	815:o__Nitrososphaerales:""order""	814:c__Nitrososphaeria_A:""class""	15:p__Crenarchaeota:""phylum""	14:k__Archaea:""kingdom""	13:l__Archaea:""lineage""	12:d__Archaea:""superkingdom""	1:root:""no rank""",Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Nitrosocosmicus,Nitrosocosmicus arcticus,8,2,Early-Holocene communities,HB_21,1283.8,77
"69361:s__UBA11740 sp003222895:""species""	3035:g__UBA11740:""genus""	3034:f__Pyrinomonadaceae:""family""	3033:o__Pyrinomonadales:""order""	3032:c__Blastocatellia:""class""	353:p__Acidobacteriota:""phylum""	4:k__Bacteria:""kingdom""	3:l__Bacteria:""lineage""	2:d__Bacteria:""superkingdom""	1:root:""no rank""",Bacteria,Acidobacteriota,Blastocatellia,Pyrinomonadales,Pyrinomonadaceae,UBA11740,UBA11740 sp003222895,7,1,Early-Holocene communities,HB_11,900.5,206
"94477:s__2-12-FULL-64-23 sp012274205:""species""	13781:g__2-12-FULL-64-23:""genus""	13780:f__SG8-39_A:""family""	81:o__Betaproteobacteriales:""order""	72:c__Gammaproteobacteria:""class""	71:p__Proteobacteria:""phylum""	4:k__Bacteria:""kingdom""	3:l__Bacteria:""lineage""	2:d__Bacteria:""superkingdom""	1:root:""no rank""",Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,SG8-39,2-12-FULL-64-23,2-12-FULL-64-23 sp012274205,7,3,Early-Holocene communities,HB_11,900.5,125
"140991:s__SG8-30 sp018261655:""species""	30583:g__SG8-30:""genus""	9539:f__Steroidobacteraceae:""family""	9538:o__Steroidobacterales:""order""	72:c__Gammaproteobacteria:""class""	71:p__Proteobacteria:""phylum""	4:k__Bacteria:""kingdom""	3:l__Bacteria:""lineage""	2:d__Bacteria:""superkingdom""	1:root:""no rank""",Bacteria,Proteobacteria,Gammaproteobacteria,Steroidobacterales,Steroidobacteraceae,SG8-30,SG8-30 sp018261655,7,4,Early-Holocene communities,HB_18,966.1,52
"69361:s__UBA11740 sp003222895:""species""	3035:g__UBA11740:""genus""	3034:f__Pyrinomonadaceae:""family""	3033:o__Pyrinomonadales:""order""	3032:c__Blastocatellia:""class""	353:p__Acidobacteriota:""phylum""	4:k__Bacteria:""kingdom""	3:l__Bacteria:""lineage""	2:d__Bacteria:""superkingdom""	1:root:""no rank""",Bacteria,Acidobacteriota,Blastocatellia,Pyrinomonadales,Pyrinomonadaceae,UBA11740,UBA11740 sp003222895,7,1,Early-Holocene communities,HB_19,1003.8,51
"94477:s__2-12-FULL-64-23 sp012274205:""species""	13781:g__2-12-FULL-64-23:""genus""	13780:f__SG8-39_A:""family""	81:o__Betaproteobacteriales:""order""	72:c__Gammaproteobacteria:""class""	71:p__Proteobacteria:""phylum""	4:k__Bacteria:""kingdom""	3:l__Bacteria:""lineage""	2:d__Bacteria:""superkingdom""	1:root:""no rank""",Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,SG8-39,2-12-FULL-64-23,2-12-FULL-64-23 sp012274205,7,3,Early-Holocene communities,HB_19,1003.8,70
"140991:s__SG8-30 sp018261655:""species""	30583:g__SG8-30:""genus""	9539:f__Steroidobacteraceae:""family""	9538:o__Steroidobacterales:""order""	72:c__Gammaproteobacteria:""class""	71:p__Proteobacteria:""phylum""	4:k__Bacteria:""kingdom""	3:l__Bacteria:""lineage""	2:d__Bacteria:""superkingdom""	1:root:""no rank""",Bacteria,Proteobacteria,Gammaproteobacteria,Steroidobacterales,Steroidobacteraceae,SG8-30,SG8-30 sp018261655,7,4,Early-Holocene communities,HB_19,1003.8,90
"101087:s__JACAEX01 sp013388635:""species""	101086:g__JACAEX01:""genus""	8797:f__UBA1163:""family""	4817:o__BSN033:""order""	4816:c__BSN033:""class""	5:p__Desulfobacterota:""phylum""	4:k__Bacteria:""kingdom""	3:l__Bacteria:""lineage""	2:d__Bacteria:""superkingdom""	1:root:""no rank""",Bacteria,Desulfobacterota,BSN033,BSN033,UBA1163,JACAEX01,JACAEX01 sp013388635,7,3,Early-Holocene communities,HB_22,1179.7,138
"197328:s__Labilithrix luteola:""species""	9494:g__Labilithrix:""genus""	9493:f__Polyangiaceae:""family""	2942:o__Polyangiales:""order""	2941:c__Polyangia:""class""	231:p__Myxococcota:""phylum""	4:k__Bacteria:""kingdom""	3:l__Bacteria:""lineage""	2:d__Bacteria:""superkingdom""	1:root:""no rank""",Bacteria,Myxococcota,Polyangia,Polyangiales,Polyangiaceae,Labilithrix,Labilithrix luteola,7,3,Early-Holocene communities,HB_22,1179.7,56
"101087:s__JACAEX01 sp013388635:""species""	101086:g__JACAEX01:""genus""	8797:f__UBA1163:""family""	4817:o__BSN033:""order""	4816:c__BSN033:""class""	5:p__Desulfobacterota:""phylum""	4:k__Bacteria:""kingdom""	3:l__Bacteria:""lineage""	2:d__Bacteria:""superkingdom""	1:root:""no rank""",Bacteria,Desulfobacterota,BSN033,BSN033,UBA1163,JACAEX01,JACAEX01 sp013388635,7,3,Early-Holocene communities,HB_21,1283.8,519
"197328:s__Labilithrix luteola:""species""	9494:g__Labilithrix:""genus""	9493:f__Polyangiaceae:""family""	2942:o__Polyangiales:""order""	2941:c__Polyangia:""class""	231:p__Myxococcota:""phylum""	4:k__Bacteria:""kingdom""	3:l__Bacteria:""lineage""	2:d__Bacteria:""superkingdom""	1:root:""no rank""",Bacteria,Myxococcota,Polyangia,Polyangiales,Polyangiaceae,Labilithrix,Labilithrix luteola,7,3,Early-Holocene communities,HB_21,1283.8,59
"78004:s__Devosia_A sp004144345:""species""	48375:g__Devosia_A:""genus""	4685:f__Devosiaceae:""family""	276:o__Rhizobiales:""order""	164:c__Alphaproteobacteria:""class""	71:p__Proteobacteria:""phylum""	4:k__Bacteria:""kingdom""	3:l__Bacteria:""lineage""	2:d__Bacteria:""superkingdom""	1:root:""no rank""",Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Devosiaceae,Devosia,Devosia_A sp004144345,6,0,Early-Holocene communities,HB_17,804.9,52
"78004:s__Devosia_A sp004144345:""species""	48375:g__Devosia_A:""genus""	4685:f__Devosiaceae:""family""	276:o__Rhizobiales:""order""	164:c__Alphaproteobacteria:""class""	71:p__Proteobacteria:""phylum""	4:k__Bacteria:""kingdom""	3:l__Bacteria:""lineage""	2:d__Bacteria:""superkingdom""	1:root:""no rank""",Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Devosiaceae,Devosia,Devosia_A sp004144345,6,0,Early-Holocene communities,HB_06,845.6,57
"106176:s__SM23-42 sp014859085:""species""	8637:g__SM23-42:""genus""	8636:f__SM23-42:""family""	8635:o__SM23-42:""order""	2232:c__WOR-3:""class""	1037:p__WOR-3:""phylum""	4:k__Bacteria:""kingdom""	3:l__Bacteria:""lineage""	2:d__Bacteria:""superkingdom""	1:root:""no rank""",Bacteria,WOR-3,WOR-3,SM23-42,SM23-42,SM23-42,SM23-42 sp014859085,6,1,Early-Holocene communities,HB_11,900.5,202
"106289:s__2-12-FULL-64-23 sp014860395:""species""	13781:g__2-12-FULL-64-23:""genus""	13780:f__SG8-39_A:""family""	81:o__Betaproteobacteriales:""order""	72:c__Gammaproteobacteria:""class""	71:p__Proteobacteria:""phylum""	4:k__Bacteria:""kingdom""	3:l__Bacteria:""lineage""	2:d__Bacteria:""superkingdom""	1:root:""no rank""",Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,SG8-39,2-12-FULL-64-23,2-12-FULL-64-23 sp014860395,6,3,Early-Holocene communities,HB_11,900.5,106
"114442:s__JACQGZ01 sp016199305:""species""	114441:g__JACQGZ01:""genus""	5544:f__CSP1-3:""family""	5543:o__CSP1-3:""order""	5542:c__CSP1-3_B:""class""	5541:p__Firmicutes_H:""phylum""	4:k__Bacteria:""kingdom""	3:l__Bacteria:""lineage""	2:d__Bacteria:""superkingdom""	1:root:""no rank""",Bacteria,Firmicutes,CSP1-3,CSP1-3,CSP1-3,JACQGZ01,JACQGZ01 sp016199305,6,2,Early-Holocene communities,HB_11,900.5,95
"68112:s__Bog-159 sp003166475:""species""	68111:g__Bog-159:""genus""	38462:f__Bryobacteraceae:""family""	38461:o__Bryobacterales:""order""	354:c__Acidobacteriae:""class""	353:p__Acidobacteriota:""phylum""	4:k__Bacteria:""kingdom""	3:l__Bacteria:""lineage""	2:d__Bacteria:""superkingdom""	1:root:""no rank""",Bacteria,Acidobacteriota,Acidobacteriae,Bryobacterales,Bryobacteraceae,Bog-159,Bog-159 sp003166475,6,5,Early-Holocene communities,HB_18,966.1,173
"74684:s__UBA6902 sp003599025:""species""	15274:g__UBA6902:""genus""	3499:f__UBA6902:""family""	3498:o__UBA6902:""order""	3489:c__Thermodesulfovibrionia:""class""	702:p__Nitrospirota:""phylum""	4:k__Bacteria:""kingdom""	3:l__Bacteria:""lineage""	2:d__Bacteria:""superkingdom""	1:root:""no rank""",Bacteria,Nitrospirota,Thermodesulfovibrionia,UBA6902,UBA6902,UBA6902,UBA6902 sp003599025,6,5,Early-Holocene communities,HB_18,966.1,59
"114459:s__JACQGO01 sp016199485:""species""	114458:g__JACQGO01:""genus""	42487:f__SG8-41_B:""family""	37326:o__Burkholderiales:""order""	72:c__Gammaproteobacteria:""class""	71:p__Proteobacteria:""phylum""	4:k__Bacteria:""kingdom""	3:l__Bacteria:""lineage""	2:d__Bacteria:""superkingdom""	1:root:""no rank""",Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,SG8-41,JACQGO01,JACQGO01 sp016199485,6,5,Early-Holocene communities,HB_18,966.1,58
"121321:s__Tagaea sp016794005:""species""	104777:g__Tagaea:""genus""	104776:f__CACIAM-22H2:""family""	104775:o__CACIAM-22H2:""order""	164:c__Alphaproteobacteria:""class""	71:p__Proteobacteria:""phylum""	4:k__Bacteria:""kingdom""	3:l__Bacteria:""lineage""	2:d__Bacteria:""superkingdom""	1:root:""no rank""",Bacteria,Proteobacteria,Alphaproteobacteria,CACIAM-22H2,CACIAM-22H2,Tagaea,Tagaea sp016794005,6,5,Early-Holocene communities,HB_18,966.1,55
"141383:s__F-183 sp018268875:""species""	122038:g__F-183:""genus""	38462:f__Bryobacteraceae:""family""	38461:o__Bryobacterales:""order""	354:c__Acidobacteriae:""class""	353:p__Acidobacteriota:""phylum""	4:k__Bacteria:""kingdom""	3:l__Bacteria:""lineage""	2:d__Bacteria:""superkingdom""	1:root:""no rank""",Bacteria,Acidobacteriota,Acidobacteriae,Bryobacterales,Bryobacteraceae,F-183,F-183 sp018268875,6,5,Early-Holocene communities,HB_18,966.1,52
"68112:s__Bog-159 sp003166475:""species""	68111:g__Bog-159:""genus""	38462:f__Bryobacteraceae:""family""	38461:o__Bryobacterales:""order""	354:c__Acidobacteriae:""class""	353:p__Acidobacteriota:""phylum""	4:k__Bacteria:""kingdom""	3:l__Bacteria:""lineage""	2:d__Bacteria:""superkingdom""	1:root:""no rank""",Bacteria,Acidobacteriota,Acidobacteriae,Bryobacterales,Bryobacteraceae,Bog-159,Bog-159 sp003166475,6,5,Early-Holocene communities,HB_19,1003.8,444
"74684:s__UBA6902 sp003599025:""species""	15274:g__UBA6902:""genus""	3499:f__UBA6902:""family""	3498:o__UBA6902:""order""	3489:c__Thermodesulfovibrionia:""class""	702:p__Nitrospirota:""phylum""	4:k__Bacteria:""kingdom""	3:l__Bacteria:""lineage""	2:d__Bacteria:""superkingdom""	1:root:""no rank""",Bacteria,Nitrospirota,Thermodesulfovibrionia,UBA6902,UBA6902,UBA6902,UBA6902 sp003599025,6,5,Early-Holocene communities,HB_19,1003.8,51
"106176:s__SM23-42 sp014859085:""species""	8637:g__SM23-42:""genus""	8636:f__SM23-42:""family""	8635:o__SM23-42:""order""	2232:c__WOR-3:""class""	1037:p__WOR-3:""phylum""	4:k__Bacteria:""kingdom""	3:l__Bacteria:""lineage""	2:d__Bacteria:""superkingdom""	1:root:""no rank""",Bacteria,WOR-3,WOR-3,SM23-42,SM23-42,SM23-42,SM23-42 sp014859085,6,1,Early-Holocene communities,HB_19,1003.8,227
"106289:s__2-12-FULL-64-23 sp014860395:""species""	13781:g__2-12-FULL-64-23:""genus""	13780:f__SG8-39_A:""family""	81:o__Betaproteobacteriales:""order""	72:c__Gammaproteobacteria:""class""	71:p__Proteobacteria:""phylum""	4:k__Bacteria:""kingdom""	3:l__Bacteria:""lineage""	2:d__Bacteria:""superkingdom""	1:root:""no rank""",Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,SG8-39,2-12-FULL-64-23,2-12-FULL-64-23 sp014860395,6,3,Early-Holocene communities,HB_19,1003.8,77
"114442:s__JACQGZ01 sp016199305:""species""	114441:g__JACQGZ01:""genus""	5544:f__CSP1-3:""family""	5543:o__CSP1-3:""order""	5542:c__CSP1-3_B:""class""	5541:p__Firmicutes_H:""phylum""	4:k__Bacteria:""kingdom""	3:l__Bacteria:""lineage""	2:d__Bacteria:""superkingdom""	1:root:""no rank""",Bacteria,Firmicutes,CSP1-3,CSP1-3,CSP1-3,JACQGZ01,JACQGZ01 sp016199305,6,2,Early-Holocene communities,HB_19,1003.8,54
"114459:s__JACQGO01 sp016199485:""species""	114458:g__JACQGO01:""genus""	42487:f__SG8-41_B:""family""	37326:o__Burkholderiales:""order""	72:c__Gammaproteobacteria:""class""	71:p__Proteobacteria:""phylum""	4:k__Bacteria:""kingdom""	3:l__Bacteria:""lineage""	2:d__Bacteria:""superkingdom""	1:root:""no rank""",Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,SG8-41,JACQGO01,JACQGO01 sp016199485,6,5,Early-Holocene communities,HB_19,1003.8,147
"121321:s__Tagaea sp016794005:""species""	104777:g__Tagaea:""genus""	104776:f__CACIAM-22H2:""family""	104775:o__CACIAM-22H2:""order""	164:c__Alphaproteobacteria:""class""	71:p__Proteobacteria:""phylum""	4:k__Bacteria:""kingdom""	3:l__Bacteria:""lineage""	2:d__Bacteria:""superkingdom""	1:root:""no rank""",Bacteria,Proteobacteria,Alphaproteobacteria,CACIAM-22H2,CACIAM-22H2,Tagaea,Tagaea sp016794005,6,5,Early-Holocene communities,HB_19,1003.8,89
"141383:s__F-183 sp018268875:""species""	122038:g__F-183:""genus""	38462:f__Bryobacteraceae:""family""	38461:o__Bryobacterales:""order""	354:c__Acidobacteriae:""class""	353:p__Acidobacteriota:""phylum""	4:k__Bacteria:""kingdom""	3:l__Bacteria:""lineage""	2:d__Bacteria:""superkingdom""	1:root:""no rank""",Bacteria,Acidobacteriota,Acidobacteriae,Bryobacterales,Bryobacteraceae,F-183,F-183 sp018268875,6,5,Early-Holocene communities,HB_19,1003.8,138
"78004:s__Devosia_A sp004144345:""species""	48375:g__Devosia_A:""genus""	4685:f__Devosiaceae:""family""	276:o__Rhizobiales:""order""	164:c__Alphaproteobacteria:""class""	71:p__Proteobacteria:""phylum""	4:k__Bacteria:""kingdom""	3:l__Bacteria:""lineage""	2:d__Bacteria:""superkingdom""	1:root:""no rank""",Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Devosiaceae,Devosia,Devosia_A sp004144345,6,0,Early-Holocene communities,HB_20,1043.8,64
"119072:s__SSA4 sp016712595:""species""	102136:g__SSA4:""genus""	84168:f__UXAT02:""family""	2175:o__Rhodospirillales:""order""	164:c__Alphaproteobacteria:""class""	71:p__Proteobacteria:""phylum""	4:k__Bacteria:""kingdom""	3:l__Bacteria:""lineage""	2:d__Bacteria:""superkingdom""	1:root:""no rank""",Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,UXAT02,SSA4,SSA4 sp016712595,6,3,Early-Holocene communities,HB_22,1179.7,183
"121363:s__UBA2376 sp016794525:""species""	53886:g__UBA2376_A:""genus""	53885:f__Haliangiaceae:""family""	53884:o__Haliangiales:""order""	2941:c__Polyangia:""class""	231:p__Myxococcota:""phylum""	4:k__Bacteria:""kingdom""	3:l__Bacteria:""lineage""	2:d__Bacteria:""superkingdom""	1:root:""no rank""",Bacteria,Myxococcota,Polyangia,Haliangiales,Haliangiaceae,UBA2376,UBA2376 sp016794525,6,4,Early-Holocene communities,HB_22,1179.7,52
"222981:s__Hyphomicrobium_A sp009708035:""species""	85208:g__Hyphomicrobium_A:""genus""	9143:f__Hyphomicrobiaceae:""family""	276:o__Rhizobiales:""order""	164:c__Alphaproteobacteria:""class""	71:p__Proteobacteria:""phylum""	4:k__Bacteria:""kingdom""	3:l__Bacteria:""lineage""	2:d__Bacteria:""superkingdom""	1:root:""no rank""",Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Hyphomicrobium,Hyphomicrobium_A sp009708035,6,4,Early-Holocene communities,HB_22,1179.7,84
"119072:s__SSA4 sp016712595:""species""	102136:g__SSA4:""genus""	84168:f__UXAT02:""family""	2175:o__Rhodospirillales:""order""	164:c__Alphaproteobacteria:""class""	71:p__Proteobacteria:""phylum""	4:k__Bacteria:""kingdom""	3:l__Bacteria:""lineage""	2:d__Bacteria:""superkingdom""	1:root:""no rank""",Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,UXAT02,SSA4,SSA4 sp016712595,6,3,Early-Holocene communities,HB_21,1283.8,87
"121363:s__UBA2376 sp016794525:""species""	53886:g__UBA2376_A:""genus""	53885:f__Haliangiaceae:""family""	53884:o__Haliangiales:""order""	2941:c__Polyangia:""class""	231:p__Myxococcota:""phylum""	4:k__Bacteria:""kingdom""	3:l__Bacteria:""lineage""	2:d__Bacteria:""superkingdom""	1:root:""no rank""",Bacteria,Myxococcota,Polyangia,Haliangiales,Haliangiaceae,UBA2376,UBA2376 sp016794525,6,4,Early-Holocene communities,HB_21,1283.8,123
"222981:s__Hyphomicrobium_A sp009708035:""species""	85208:g__Hyphomicrobium_A:""genus""	9143:f__Hyphomicrobiaceae:""family""	276:o__Rhizobiales:""order""	164:c__Alphaproteobacteria:""class""	71:p__Proteobacteria:""phylum""	4:k__Bacteria:""kingdom""	3:l__Bacteria:""lineage""	2:d__Bacteria:""superkingdom""	1:root:""no rank""",Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Hyphomicrobium,Hyphomicrobium_A sp009708035,6,4,Early-Holocene communities,HB_21,1283.8,1094
"67694:s__Methylocystis sp003152255:""species""	19034:g__Methylocystis:""genus""	1599:f__Beijerinckiaceae:""family""	276:o__Rhizobiales:""order""	164:c__Alphaproteobacteria:""class""	71:p__Proteobacteria:""phylum""	4:k__Bacteria:""kingdom""	3:l__Bacteria:""lineage""	2:d__Bacteria:""superkingdom""	1:root:""no rank""",Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Methylocystis,Methylocystis sp003152255,5,0,Early-Holocene communities,HB_17,804.9,225
"93838:s__CS4-C045 sp011772275:""species""	93837:g__CS4-C045:""genus""	22563:f__UBA7805:""family""	998:o__Pirellulales_A:""order""	997:c__Planctomycetes:""class""	556:p__Planctomycetota:""phylum""	4:k__Bacteria:""kingdom""	3:l__Bacteria:""lineage""	2:d__Bacteria:""superkingdom""	1:root:""no rank""",Bacteria,Planctomycetota,Planctomycetes,Pirellulales,UBA7805,CS4-C045,CS4-C045 sp011772275,5,0,Early-Holocene communities,HB_17,804.9,136
"172440:s__BOG-930 sp903839965:""species""	68254:g__BOG-930:""genus""	5467:f__Acetobacteraceae:""family""	5466:o__Acetobacterales:""order""	164:c__Alphaproteobacteria:""class""	71:p__Proteobacteria:""phylum""	4:k__Bacteria:""kingdom""	3:l__Bacteria:""lineage""	2:d__Bacteria:""superkingdom""	1:root:""no rank""",Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,BOG-930,BOG-930 sp903839965,5,0,Early-Holocene communities,HB_17,804.9,66
"67694:s__Methylocystis sp003152255:""species""	19034:g__Methylocystis:""genus""	1599:f__Beijerinckiaceae:""family""	276:o__Rhizobiales:""order""	164:c__Alphaproteobacteria:""class""	71:p__Proteobacteria:""phylum""	4:k__Bacteria:""kingdom""	3:l__Bacteria:""lineage""	2:d__Bacteria:""superkingdom""	1:root:""no rank""",Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Methylocystis,Methylocystis sp003152255,5,0,Early-Holocene communities,HB_06,845.6,234
"172440:s__BOG-930 sp903839965:""species""	68254:g__BOG-930:""genus""	5467:f__Acetobacteraceae:""family""	5466:o__Acetobacterales:""order""	164:c__Alphaproteobacteria:""class""	71:p__Proteobacteria:""phylum""	4:k__Bacteria:""kingdom""	3:l__Bacteria:""lineage""	2:d__Bacteria:""superkingdom""	1:root:""no rank""",Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,BOG-930,BOG-930 sp903839965,5,0,Early-Holocene communities,HB_06,845.6,81
"65676:s__Pseudomonas_E avellanae:""species""	105:g__Pseudomonas_E:""genus""	104:f__Pseudomonadaceae:""family""	103:o__Pseudomonadales:""order""	72:c__Gammaproteobacteria:""class""	71:p__Proteobacteria:""phylum""	4:k__Bacteria:""kingdom""	3:l__Bacteria:""lineage""	2:d__Bacteria:""superkingdom""	1:root:""no rank""",Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas_E avellanae,5,3,Early-Holocene communities,HB_11,900.5,59
"115743:s__SURF-23 sp016213945:""species""	74710:g__SURF-23:""genus""	3499:f__UBA6902:""family""	3498:o__UBA6902:""order""	3489:c__Thermodesulfovibrionia:""class""	702:p__Nitrospirota:""phylum""	4:k__Bacteria:""kingdom""	3:l__Bacteria:""lineage""	2:d__Bacteria:""superkingdom""	1:root:""no rank""",Bacteria,Nitrospirota,Thermodesulfovibrionia,UBA6902,UBA6902,SURF-23,SURF-23 sp016213945,5,3,Early-Holocene communities,HB_11,900.5,58
"175498:s__Propionivibrio sp903917505:""species""	8357:g__Propionivibrio:""genus""	82:f__Rhodocyclaceae_A:""family""	81:o__Betaproteobacteriales:""order""	72:c__Gammaproteobacteria:""class""	71:p__Proteobacteria:""phylum""	4:k__Bacteria:""kingdom""	3:l__Bacteria:""lineage""	2:d__Bacteria:""superkingdom""	1:root:""no rank""",Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Rhodocyclaceae,Propionivibrio,Propionivibrio sp903917505,5,4,Early-Holocene communities,HB_11,900.5,78
"86102:s__SHVY01 sp009694045:""species""	86101:g__SHVY01:""genus""	50800:f__SP197:""family""	50799:o__SP197:""order""	164:c__Alphaproteobacteria:""class""	71:p__Proteobacteria:""phylum""	4:k__Bacteria:""kingdom""	3:l__Bacteria:""lineage""	2:d__Bacteria:""superkingdom""	1:root:""no rank""",Bacteria,Proteobacteria,Alphaproteobacteria,SP197,SP197,SHVY01,SHVY01 sp009694045,5,6,Early-Holocene communities,HB_18,966.1,67
"93838:s__CS4-C045 sp011772275:""species""	93837:g__CS4-C045:""genus""	22563:f__UBA7805:""family""	998:o__Pirellulales_A:""order""	997:c__Planctomycetes:""class""	556:p__Planctomycetota:""phylum""	4:k__Bacteria:""kingdom""	3:l__Bacteria:""lineage""	2:d__Bacteria:""superkingdom""	1:root:""no rank""",Bacteria,Planctomycetota,Planctomycetes,Pirellulales,UBA7805,CS4-C045,CS4-C045 sp011772275,5,0,Early-Holocene communities,HB_18,966.1,76
"65676:s__Pseudomonas_E avellanae:""species""	105:g__Pseudomonas_E:""genus""	104:f__Pseudomonadaceae:""family""	103:o__Pseudomonadales:""order""	72:c__Gammaproteobacteria:""class""	71:p__Proteobacteria:""phylum""	4:k__Bacteria:""kingdom""	3:l__Bacteria:""lineage""	2:d__Bacteria:""superkingdom""	1:root:""no rank""",Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas_E avellanae,5,3,Early-Holocene communities,HB_19,1003.8,54
"81306:s__EA-19 sp005878915:""species""	81305:g__EA-19:""genus""	17100:f__RBG-16-68-12:""family""	17099:o__RBG-16-68-12_B:""order""	1937:c__Thermoplasmata_A:""class""	918:p__Thermoplasmatota:""phylum""	14:k__Archaea:""kingdom""	13:l__Archaea:""lineage""	12:d__Archaea:""superkingdom""	1:root:""no rank""",Archaea,Thermoplasmatota,Thermoplasmata,RBG-16-68-12,RBG-16-68-12,EA-19,EA-19 sp005878915,5,1,Early-Holocene communities,HB_19,1003.8,69
"81827:s__AP-15 sp005888515:""species""	81727:g__AP-15:""genus""	39713:f__Stellaceae:""family""	39712:o__ATCC43930:""order""	164:c__Alphaproteobacteria:""class""	71:p__Proteobacteria:""phylum""	4:k__Bacteria:""kingdom""	3:l__Bacteria:""lineage""	2:d__Bacteria:""superkingdom""	1:root:""no rank""",Bacteria,Proteobacteria,Alphaproteobacteria,ATCC43930,Stellaceae,AP-15,AP-15 sp005888515,5,3,Early-Holocene communities,HB_19,1003.8,61
