tax_name,tax_path,phylum,class,family,plant_growthform,plant_growthform_sim,indicated_type,tax_label
Scilla,"4701:Scilla:""genus""	1068921:Hyacintheae:""tribe""	703547:Hyacinthoideae:""subfamily""	44985:Hyacinthaceae:""family""	73496:Asparagales:""order""	1437197:Petrosaviidae:""subclass""	4447:Liliopsida:""clade""	1437183:Mesangiospermae:""clade""	3398:Magnoliopsida:""class""	58024:Spermatophyta:""clade""	78536:Euphyllophyta:""clade""	58023:Tracheophyta:""clade""	3193:Embryophyta:""clade""	131221:Streptophytina:""subphylum""	35493:Streptophyta:""phylum""	33090:Viridiplantae:""kingdom""	2759:Eukaryota:""superkingdom""	131567:cellular organisms:""no rank""	1:root:""no rank""",Streptophyta,Magnoliopsida,Hyacinthaceae,forb:herb,forb/herb/shrub,(e) Forest herbs and ferns ,forb:herb
Ligustrum,"13596:Ligustrum:""genus""	426106:Oleeae:""tribe""	4144:Oleaceae:""family""	4143:Lamiales:""order""	91888:lamiids:""clade""	71274:asterids:""clade""	1437201:Pentapetalae:""clade""	91827:Gunneridae:""clade""	71240:eudicotyledons:""clade""	1437183:Mesangiospermae:""clade""	3398:Magnoliopsida:""class""	58024:Spermatophyta:""clade""	78536:Euphyllophyta:""clade""	58023:Tracheophyta:""clade""	3193:Embryophyta:""clade""	131221:Streptophytina:""subphylum""	35493:Streptophyta:""phylum""	33090:Viridiplantae:""kingdom""	2759:Eukaryota:""superkingdom""	131567:cellular organisms:""no rank""	1:root:""no rank""",Streptophyta,Magnoliopsida,Oleaceae,shrub:tree,shrub/tree,(d) Cultivated trees ,shrub:tree
Reseda,"26963:Reseda:""genus""	26958:Resedaceae:""family""	3699:Brassicales:""order""	91836:malvids:""clade""	71275:rosids:""clade""	1437201:Pentapetalae:""clade""	91827:Gunneridae:""clade""	71240:eudicotyledons:""clade""	1437183:Mesangiospermae:""clade""	3398:Magnoliopsida:""class""	58024:Spermatophyta:""clade""	78536:Euphyllophyta:""clade""	58023:Tracheophyta:""clade""	3193:Embryophyta:""clade""	131221:Streptophytina:""subphylum""	35493:Streptophyta:""phylum""	33090:Viridiplantae:""kingdom""	2759:Eukaryota:""superkingdom""	131567:cellular organisms:""no rank""	1:root:""no rank""",Streptophyta,Magnoliopsida,Resedaceae,forb:herb:shrub,forb/herb/shrub,(i) Ruderal communities ,forb:herb:shrub
Hydrocotyle,"4048:Hydrocotyle:""genus""	4050:Araliaceae:""family""	364270:Apiineae:""suborder""	4036:Apiales:""order""	91882:campanulids:""clade""	71274:asterids:""clade""	1437201:Pentapetalae:""clade""	91827:Gunneridae:""clade""	71240:eudicotyledons:""clade""	1437183:Mesangiospermae:""clade""	3398:Magnoliopsida:""class""	58024:Spermatophyta:""clade""	78536:Euphyllophyta:""clade""	58023:Tracheophyta:""clade""	3193:Embryophyta:""clade""	131221:Streptophytina:""subphylum""	35493:Streptophyta:""phylum""	33090:Viridiplantae:""kingdom""	2759:Eukaryota:""superkingdom""	131567:cellular organisms:""no rank""	1:root:""no rank""",Streptophyta,Magnoliopsida,Araliaceae,forb:herb:shrub,forb/herb/shrub,(h) Wet meadows and salt meadows ,forb:herb:shrub
Polygala,"4275:Polygala:""genus""	4274:Polygalaceae:""family""	72025:Fabales:""order""	91835:fabids:""clade""	71275:rosids:""clade""	1437201:Pentapetalae:""clade""	91827:Gunneridae:""clade""	71240:eudicotyledons:""clade""	1437183:Mesangiospermae:""clade""	3398:Magnoliopsida:""class""	58024:Spermatophyta:""clade""	78536:Euphyllophyta:""clade""	58023:Tracheophyta:""clade""	3193:Embryophyta:""clade""	131221:Streptophytina:""subphylum""	35493:Streptophyta:""phylum""	33090:Viridiplantae:""kingdom""	2759:Eukaryota:""superkingdom""	131567:cellular organisms:""no rank""	1:root:""no rank""",Streptophyta,Magnoliopsida,Polygalaceae,forb:herb:shrub:tree,other/unclear,(g) Fresh meadows and pastures ,forb:herb:shrub:tree
Matteuccia,"3276:Matteuccia:""genus""	693794:Onocleaceae:""family""	1203511:Aspleniineae:""suborder""	3268:Polypodiales:""order""	1521262:Polypodiidae:""subclass""	241806:Polypodiopsida:""class""	78536:Euphyllophyta:""clade""	58023:Tracheophyta:""clade""	3193:Embryophyta:""clade""	131221:Streptophytina:""subphylum""	35493:Streptophyta:""phylum""	33090:Viridiplantae:""kingdom""	2759:Eukaryota:""superkingdom""	131567:cellular organisms:""no rank""	1:root:""no rank""",Streptophyta,Polypodiopsida,Onocleaceae,forb,forb/herb/shrub,(e) Forest herbs and ferns ,forb
Scorzonera,"114288:Scorzonera:""genus""	745060:Scorzonerinae:""subtribe""	219121:Cichorieae:""tribe""	219120:Cichorioideae:""subfamily""	4210:Asteraceae:""family""	4209:Asterales:""order""	91882:campanulids:""clade""	71274:asterids:""clade""	1437201:Pentapetalae:""clade""	91827:Gunneridae:""clade""	71240:eudicotyledons:""clade""	1437183:Mesangiospermae:""clade""	3398:Magnoliopsida:""class""	58024:Spermatophyta:""clade""	78536:Euphyllophyta:""clade""	58023:Tracheophyta:""clade""	3193:Embryophyta:""clade""	131221:Streptophytina:""subphylum""	35493:Streptophyta:""phylum""	33090:Viridiplantae:""kingdom""	2759:Eukaryota:""superkingdom""	131567:cellular organisms:""no rank""	1:root:""no rank""",Streptophyta,Magnoliopsida,Asteraceae,forb:herb:shrub,forb/herb/shrub,(g) Fresh meadows and pastures ,forb:herb:shrub
Fagopyrum,"3616:Fagopyrum:""genus""	1110383:Fagopyreae:""tribe""	1110380:Polygonoideae:""subfamily""	3615:Polygonaceae:""family""	3524:Caryophyllales:""order""	1437201:Pentapetalae:""clade""	91827:Gunneridae:""clade""	71240:eudicotyledons:""clade""	1437183:Mesangiospermae:""clade""	3398:Magnoliopsida:""class""	58024:Spermatophyta:""clade""	78536:Euphyllophyta:""clade""	58023:Tracheophyta:""clade""	3193:Embryophyta:""clade""	131221:Streptophytina:""subphylum""	35493:Streptophyta:""phylum""	33090:Viridiplantae:""kingdom""	2759:Eukaryota:""superkingdom""	131567:cellular organisms:""no rank""	1:root:""no rank""",Streptophyta,Magnoliopsida,Polygonaceae,forb:herb,forb/herb/shrub,(j) Cultivated land ,forb:herb
Sedum,"3784:Sedum:""genus""	3781:Crassulaceae:""family""	41946:Saxifragales:""order""	1437201:Pentapetalae:""clade""	91827:Gunneridae:""clade""	71240:eudicotyledons:""clade""	1437183:Mesangiospermae:""clade""	3398:Magnoliopsida:""class""	58024:Spermatophyta:""clade""	78536:Euphyllophyta:""clade""	58023:Tracheophyta:""clade""	3193:Embryophyta:""clade""	131221:Streptophytina:""subphylum""	35493:Streptophyta:""phylum""	33090:Viridiplantae:""kingdom""	2759:Eukaryota:""superkingdom""	131567:cellular organisms:""no rank""	1:root:""no rank""",Streptophyta,Magnoliopsida,Crassulaceae,forb:herb:shrub,forb/herb/shrub,(f) Dry pastures and heath and ‘alvar’ vegetation ,forb:herb:shrub
Helianthemum,"69453:Helianthemum:""genus""	69450:Cistaceae:""family""	41938:Malvales:""order""	91836:malvids:""clade""	71275:rosids:""clade""	1437201:Pentapetalae:""clade""	91827:Gunneridae:""clade""	71240:eudicotyledons:""clade""	1437183:Mesangiospermae:""clade""	3398:Magnoliopsida:""class""	58024:Spermatophyta:""clade""	78536:Euphyllophyta:""clade""	58023:Tracheophyta:""clade""	3193:Embryophyta:""clade""	131221:Streptophytina:""subphylum""	35493:Streptophyta:""phylum""	33090:Viridiplantae:""kingdom""	2759:Eukaryota:""superkingdom""	131567:cellular organisms:""no rank""	1:root:""no rank""",Streptophyta,Magnoliopsida,Cistaceae,forb:herb:shrub,forb/herb/shrub,(f) Dry pastures and heath and ‘alvar’ vegetation ,forb:herb:shrub
Larix,"3325:Larix:""genus""	3318:Pinaceae:""family""	1446380:Pinales:""order""	2821352:Conifers I:""clade""	3313:Pinidae:""subclass""	58019:Pinopsida:""class""	1437180:Acrogymnospermae:""clade""	58024:Spermatophyta:""clade""	78536:Euphyllophyta:""clade""	58023:Tracheophyta:""clade""	3193:Embryophyta:""clade""	131221:Streptophytina:""subphylum""	35493:Streptophyta:""phylum""	33090:Viridiplantae:""kingdom""	2759:Eukaryota:""superkingdom""	131567:cellular organisms:""no rank""	1:root:""no rank""",Streptophyta,Pinopsida,Pinaceae,tree,tree,,tree
Pyrus,"3766:Pyrus:""genus""	721813:Maleae:""tribe""	171637:Amygdaloideae:""subfamily""	3745:Rosaceae:""family""	3744:Rosales:""order""	91835:fabids:""clade""	71275:rosids:""clade""	1437201:Pentapetalae:""clade""	91827:Gunneridae:""clade""	71240:eudicotyledons:""clade""	1437183:Mesangiospermae:""clade""	3398:Magnoliopsida:""class""	58024:Spermatophyta:""clade""	78536:Euphyllophyta:""clade""	58023:Tracheophyta:""clade""	3193:Embryophyta:""clade""	131221:Streptophytina:""subphylum""	35493:Streptophyta:""phylum""	33090:Viridiplantae:""kingdom""	2759:Eukaryota:""superkingdom""	131567:cellular organisms:""no rank""	1:root:""no rank""",Streptophyta,Magnoliopsida,Rosaceae,shrub:tree,shrub/tree,,shrub:tree
Oxalis,"4034:Oxalis:""genus""	4033:Oxalidaceae:""family""	71243:Oxalidales:""order""	91835:fabids:""clade""	71275:rosids:""clade""	1437201:Pentapetalae:""clade""	91827:Gunneridae:""clade""	71240:eudicotyledons:""clade""	1437183:Mesangiospermae:""clade""	3398:Magnoliopsida:""class""	58024:Spermatophyta:""clade""	78536:Euphyllophyta:""clade""	58023:Tracheophyta:""clade""	3193:Embryophyta:""clade""	131221:Streptophytina:""subphylum""	35493:Streptophyta:""phylum""	33090:Viridiplantae:""kingdom""	2759:Eukaryota:""superkingdom""	131567:cellular organisms:""no rank""	1:root:""no rank""",Streptophyta,Magnoliopsida,Oxalidaceae,forb:herb:shrub,forb/herb/shrub,,forb:herb:shrub
Festuca,"4605:Festuca:""genus""	640630:Loliinae:""subtribe""	2948571:Loliodinae:""clade""	1652081:Poeae Chloroplast Group 2 (Poeae type):""clade""	147387:Poeae:""tribe""	1648037:Poodae:""no rank""	147368:Pooideae:""subfamily""	359160:BOP clade:""clade""	4479:Poaceae:""family""	38820:Poales:""order""	4734:commelinids:""clade""	1437197:Petrosaviidae:""subclass""	4447:Liliopsida:""clade""	1437183:Mesangiospermae:""clade""	3398:Magnoliopsida:""class""	58024:Spermatophyta:""clade""	78536:Euphyllophyta:""clade""	58023:Tracheophyta:""clade""	3193:Embryophyta:""clade""	131221:Streptophytina:""subphylum""	35493:Streptophyta:""phylum""	33090:Viridiplantae:""kingdom""	2759:Eukaryota:""superkingdom""	131567:cellular organisms:""no rank""	1:root:""no rank""",Streptophyta,Magnoliopsida,Poaceae,graminoid:herb,graminoid/herb/shrub,,graminoid:herb
Carex,"13398:Carex:""genus""	986155:Cariceae:""tribe""	986140:Cyperoideae:""subfamily""	4609:Cyperaceae:""family""	38820:Poales:""order""	4734:commelinids:""clade""	1437197:Petrosaviidae:""subclass""	4447:Liliopsida:""clade""	1437183:Mesangiospermae:""clade""	3398:Magnoliopsida:""class""	58024:Spermatophyta:""clade""	78536:Euphyllophyta:""clade""	58023:Tracheophyta:""clade""	3193:Embryophyta:""clade""	131221:Streptophytina:""subphylum""	35493:Streptophyta:""phylum""	33090:Viridiplantae:""kingdom""	2759:Eukaryota:""superkingdom""	131567:cellular organisms:""no rank""	1:root:""no rank""",Streptophyta,Magnoliopsida,Cyperaceae,forb:herb,forb/herb/shrub,,forb:herb
Utricularia,"13747:Utricularia:""genus""	4196:Lentibulariaceae:""family""	4143:Lamiales:""order""	91888:lamiids:""clade""	71274:asterids:""clade""	1437201:Pentapetalae:""clade""	91827:Gunneridae:""clade""	71240:eudicotyledons:""clade""	1437183:Mesangiospermae:""clade""	3398:Magnoliopsida:""class""	58024:Spermatophyta:""clade""	78536:Euphyllophyta:""clade""	58023:Tracheophyta:""clade""	3193:Embryophyta:""clade""	131221:Streptophytina:""subphylum""	35493:Streptophyta:""phylum""	33090:Viridiplantae:""kingdom""	2759:Eukaryota:""superkingdom""	131567:cellular organisms:""no rank""	1:root:""no rank""",Streptophyta,Magnoliopsida,Lentibulariaceae,forb:herb,forb/herb/shrub,,forb:herb
Agrostis,"15297:Agrostis:""genus""	640621:Agrostidinae:""subtribe""	2948569:Agrostidodinae:""clade""	1652080:Poeae Chloroplast Group 1 (Aveneae type):""clade""	147387:Poeae:""tribe""	1648037:Poodae:""no rank""	147368:Pooideae:""subfamily""	359160:BOP clade:""clade""	4479:Poaceae:""family""	38820:Poales:""order""	4734:commelinids:""clade""	1437197:Petrosaviidae:""subclass""	4447:Liliopsida:""clade""	1437183:Mesangiospermae:""clade""	3398:Magnoliopsida:""class""	58024:Spermatophyta:""clade""	78536:Euphyllophyta:""clade""	58023:Tracheophyta:""clade""	3193:Embryophyta:""clade""	131221:Streptophytina:""subphylum""	35493:Streptophyta:""phylum""	33090:Viridiplantae:""kingdom""	2759:Eukaryota:""superkingdom""	131567:cellular organisms:""no rank""	1:root:""no rank""",Streptophyta,Magnoliopsida,Poaceae,graminoid:herb,graminoid/herb/shrub,,graminoid:herb
Anthoxanthum,"15324:Anthoxanthum:""genus""	1648000:Anthoxanthinae:""subtribe""	1652080:Poeae Chloroplast Group 1 (Aveneae type):""clade""	147387:Poeae:""tribe""	1648037:Poodae:""no rank""	147368:Pooideae:""subfamily""	359160:BOP clade:""clade""	4479:Poaceae:""family""	38820:Poales:""order""	4734:commelinids:""clade""	1437197:Petrosaviidae:""subclass""	4447:Liliopsida:""clade""	1437183:Mesangiospermae:""clade""	3398:Magnoliopsida:""class""	58024:Spermatophyta:""clade""	78536:Euphyllophyta:""clade""	58023:Tracheophyta:""clade""	3193:Embryophyta:""clade""	131221:Streptophytina:""subphylum""	35493:Streptophyta:""phylum""	33090:Viridiplantae:""kingdom""	2759:Eukaryota:""superkingdom""	131567:cellular organisms:""no rank""	1:root:""no rank""",Streptophyta,Magnoliopsida,Poaceae,graminoid:herb,graminoid/herb/shrub,,graminoid:herb
Briza,"15369:Briza:""genus""	640626:Brizinae:""subtribe""	2948569:Agrostidodinae:""clade""	1652080:Poeae Chloroplast Group 1 (Aveneae type):""clade""	147387:Poeae:""tribe""	1648037:Poodae:""no rank""	147368:Pooideae:""subfamily""	359160:BOP clade:""clade""	4479:Poaceae:""family""	38820:Poales:""order""	4734:commelinids:""clade""	1437197:Petrosaviidae:""subclass""	4447:Liliopsida:""clade""	1437183:Mesangiospermae:""clade""	3398:Magnoliopsida:""class""	58024:Spermatophyta:""clade""	78536:Euphyllophyta:""clade""	58023:Tracheophyta:""clade""	3193:Embryophyta:""clade""	131221:Streptophytina:""subphylum""	35493:Streptophyta:""phylum""	33090:Viridiplantae:""kingdom""	2759:Eukaryota:""superkingdom""	131567:cellular organisms:""no rank""	1:root:""no rank""",Streptophyta,Magnoliopsida,Poaceae,graminoid:herb,graminoid/herb/shrub,,graminoid:herb
Calamagrostis,"15376:Calamagrostis:""genus""	640621:Agrostidinae:""subtribe""	2948569:Agrostidodinae:""clade""	1652080:Poeae Chloroplast Group 1 (Aveneae type):""clade""	147387:Poeae:""tribe""	1648037:Poodae:""no rank""	147368:Pooideae:""subfamily""	359160:BOP clade:""clade""	4479:Poaceae:""family""	38820:Poales:""order""	4734:commelinids:""clade""	1437197:Petrosaviidae:""subclass""	4447:Liliopsida:""clade""	1437183:Mesangiospermae:""clade""	3398:Magnoliopsida:""class""	58024:Spermatophyta:""clade""	78536:Euphyllophyta:""clade""	58023:Tracheophyta:""clade""	3193:Embryophyta:""clade""	131221:Streptophytina:""subphylum""	35493:Streptophyta:""phylum""	33090:Viridiplantae:""kingdom""	2759:Eukaryota:""superkingdom""	131567:cellular organisms:""no rank""	1:root:""no rank""",Streptophyta,Magnoliopsida,Poaceae,graminoid:herb,graminoid/herb/shrub,,graminoid:herb
Elymus,"15492:Elymus:""genus""	1648017:Hordeinae:""subtribe""	147389:Triticeae:""tribe""	1648038:Triticodae:""no rank""	147368:Pooideae:""subfamily""	359160:BOP clade:""clade""	4479:Poaceae:""family""	38820:Poales:""order""	4734:commelinids:""clade""	1437197:Petrosaviidae:""subclass""	4447:Liliopsida:""clade""	1437183:Mesangiospermae:""clade""	3398:Magnoliopsida:""class""	58024:Spermatophyta:""clade""	78536:Euphyllophyta:""clade""	58023:Tracheophyta:""clade""	3193:Embryophyta:""clade""	131221:Streptophytina:""subphylum""	35493:Streptophyta:""phylum""	33090:Viridiplantae:""kingdom""	2759:Eukaryota:""superkingdom""	131567:cellular organisms:""no rank""	1:root:""no rank""",Streptophyta,Magnoliopsida,Poaceae,graminoid:herb,graminoid/herb/shrub,,graminoid:herb
Phragmites,"15745:Phragmites:""genus""	2949676:Molininae:""subtribe""	1648043:Molinieae:""tribe""	156631:Arundinoideae:""subfamily""	147370:PACMAD clade:""clade""	4479:Poaceae:""family""	38820:Poales:""order""	4734:commelinids:""clade""	1437197:Petrosaviidae:""subclass""	4447:Liliopsida:""clade""	1437183:Mesangiospermae:""clade""	3398:Magnoliopsida:""class""	58024:Spermatophyta:""clade""	78536:Euphyllophyta:""clade""	58023:Tracheophyta:""clade""	3193:Embryophyta:""clade""	131221:Streptophytina:""subphylum""	35493:Streptophyta:""phylum""	33090:Viridiplantae:""kingdom""	2759:Eukaryota:""superkingdom""	131567:cellular organisms:""no rank""	1:root:""no rank""",Streptophyta,Magnoliopsida,Poaceae,graminoid,graminoid/herb/shrub,,graminoid
Polygonatum,"16195:Polygonatum:""genus""	703537:Nolinoideae:""subfamily""	40552:Asparagaceae:""family""	73496:Asparagales:""order""	1437197:Petrosaviidae:""subclass""	4447:Liliopsida:""clade""	1437183:Mesangiospermae:""clade""	3398:Magnoliopsida:""class""	58024:Spermatophyta:""clade""	78536:Euphyllophyta:""clade""	58023:Tracheophyta:""clade""	3193:Embryophyta:""clade""	131221:Streptophytina:""subphylum""	35493:Streptophyta:""phylum""	33090:Viridiplantae:""kingdom""	2759:Eukaryota:""superkingdom""	131567:cellular organisms:""no rank""	1:root:""no rank""",Streptophyta,Magnoliopsida,Asparagaceae,forb:herb,forb/herb/shrub,,forb:herb
Astragalus,"20400:Astragalus:""genus""	163728:Galegeae:""tribe""	2233839:IRL clade:""clade""	2233838:Hologalegina:""clade""	2231382:NPAAA clade:""clade""	2231393:50 kb inversion clade:""clade""	3814:Papilionoideae:""subfamily""	3803:Fabaceae:""family""	72025:Fabales:""order""	91835:fabids:""clade""	71275:rosids:""clade""	1437201:Pentapetalae:""clade""	91827:Gunneridae:""clade""	71240:eudicotyledons:""clade""	1437183:Mesangiospermae:""clade""	3398:Magnoliopsida:""class""	58024:Spermatophyta:""clade""	78536:Euphyllophyta:""clade""	58023:Tracheophyta:""clade""	3193:Embryophyta:""clade""	131221:Streptophytina:""subphylum""	35493:Streptophyta:""phylum""	33090:Viridiplantae:""kingdom""	2759:Eukaryota:""superkingdom""	131567:cellular organisms:""no rank""	1:root:""no rank""",Streptophyta,Magnoliopsida,Fabaceae,forb:herb:shrub,forb/herb/shrub,,forb:herb:shrub
Aruncus,"23143:Aruncus:""genus""	721808:Spiraeeae:""tribe""	171637:Amygdaloideae:""subfamily""	3745:Rosaceae:""family""	3744:Rosales:""order""	91835:fabids:""clade""	71275:rosids:""clade""	1437201:Pentapetalae:""clade""	91827:Gunneridae:""clade""	71240:eudicotyledons:""clade""	1437183:Mesangiospermae:""clade""	3398:Magnoliopsida:""class""	58024:Spermatophyta:""clade""	78536:Euphyllophyta:""clade""	58023:Tracheophyta:""clade""	3193:Embryophyta:""clade""	131221:Streptophytina:""subphylum""	35493:Streptophyta:""phylum""	33090:Viridiplantae:""kingdom""	2759:Eukaryota:""superkingdom""	131567:cellular organisms:""no rank""	1:root:""no rank""",Streptophyta,Magnoliopsida,Rosaceae,forb:herb,forb/herb/shrub,,forb:herb
Myriophyllum,"24952:Myriophyllum:""genus""	24945:Haloragaceae:""family""	41946:Saxifragales:""order""	1437201:Pentapetalae:""clade""	91827:Gunneridae:""clade""	71240:eudicotyledons:""clade""	1437183:Mesangiospermae:""clade""	3398:Magnoliopsida:""class""	58024:Spermatophyta:""clade""	78536:Euphyllophyta:""clade""	58023:Tracheophyta:""clade""	3193:Embryophyta:""clade""	131221:Streptophytina:""subphylum""	35493:Streptophyta:""phylum""	33090:Viridiplantae:""kingdom""	2759:Eukaryota:""superkingdom""	131567:cellular organisms:""no rank""	1:root:""no rank""",Streptophyta,Magnoliopsida,Haloragaceae,forb:herb,forb/herb/shrub,,forb:herb
Zannichellia,"27253:Zannichellia:""genus""	16362:Potamogetonaceae:""family""	16360:Alismatales:""order""	4447:Liliopsida:""clade""	1437183:Mesangiospermae:""clade""	3398:Magnoliopsida:""class""	58024:Spermatophyta:""clade""	78536:Euphyllophyta:""clade""	58023:Tracheophyta:""clade""	3193:Embryophyta:""clade""	131221:Streptophytina:""subphylum""	35493:Streptophyta:""phylum""	33090:Viridiplantae:""kingdom""	2759:Eukaryota:""superkingdom""	131567:cellular organisms:""no rank""	1:root:""no rank""",Streptophyta,Magnoliopsida,Potamogetonaceae,herb,forb/herb/shrub,,herb
Woodsia,"29610:Woodsia:""genus""	246271:Woodsiaceae:""family""	1203511:Aspleniineae:""suborder""	3268:Polypodiales:""order""	1521262:Polypodiidae:""subclass""	241806:Polypodiopsida:""class""	78536:Euphyllophyta:""clade""	58023:Tracheophyta:""clade""	3193:Embryophyta:""clade""	131221:Streptophytina:""subphylum""	35493:Streptophyta:""phylum""	33090:Viridiplantae:""kingdom""	2759:Eukaryota:""superkingdom""	131567:cellular organisms:""no rank""	1:root:""no rank""",Streptophyta,Polypodiopsida,Woodsiaceae,forb:herb,forb/herb/shrub,,forb:herb
Thelypteris,"29617:Thelypteris:""genus""	2014962:Thelypteridoideae:""subfamily""	29616:Thelypteridaceae:""family""	1203511:Aspleniineae:""suborder""	3268:Polypodiales:""order""	1521262:Polypodiidae:""subclass""	241806:Polypodiopsida:""class""	78536:Euphyllophyta:""clade""	58023:Tracheophyta:""clade""	3193:Embryophyta:""clade""	131221:Streptophytina:""subphylum""	35493:Streptophyta:""phylum""	33090:Viridiplantae:""kingdom""	2759:Eukaryota:""superkingdom""	131567:cellular organisms:""no rank""	1:root:""no rank""",Streptophyta,Polypodiopsida,Thelypteridaceae,forb:herb,forb/herb/shrub,,forb:herb
Ajuga,"38595:Ajuga:""genus""	2835922:Ajugeae:""tribe""	2835904:Ajugoideae:""subfamily""	4136:Lamiaceae:""family""	4143:Lamiales:""order""	91888:lamiids:""clade""	71274:asterids:""clade""	1437201:Pentapetalae:""clade""	91827:Gunneridae:""clade""	71240:eudicotyledons:""clade""	1437183:Mesangiospermae:""clade""	3398:Magnoliopsida:""class""	58024:Spermatophyta:""clade""	78536:Euphyllophyta:""clade""	58023:Tracheophyta:""clade""	3193:Embryophyta:""clade""	131221:Streptophytina:""subphylum""	35493:Streptophyta:""phylum""	33090:Viridiplantae:""kingdom""	2759:Eukaryota:""superkingdom""	131567:cellular organisms:""no rank""	1:root:""no rank""",Streptophyta,Magnoliopsida,Lamiaceae,forb:herb:shrub,forb/herb/shrub,,forb:herb:shrub
Molinia,"38688:Molinia:""genus""	2949676:Molininae:""subtribe""	1648043:Molinieae:""tribe""	156631:Arundinoideae:""subfamily""	147370:PACMAD clade:""clade""	4479:Poaceae:""family""	38820:Poales:""order""	4734:commelinids:""clade""	1437197:Petrosaviidae:""subclass""	4447:Liliopsida:""clade""	1437183:Mesangiospermae:""clade""	3398:Magnoliopsida:""class""	58024:Spermatophyta:""clade""	78536:Euphyllophyta:""clade""	58023:Tracheophyta:""clade""	3193:Embryophyta:""clade""	131221:Streptophytina:""subphylum""	35493:Streptophyta:""phylum""	33090:Viridiplantae:""kingdom""	2759:Eukaryota:""superkingdom""	131567:cellular organisms:""no rank""	1:root:""no rank""",Streptophyta,Magnoliopsida,Poaceae,graminoid:herb,graminoid/herb/shrub,,graminoid:herb
Seseli,"40951:Seseli:""genus""	241792:Selineae:""tribe""	241780:apioid superclade:""clade""	241778:Apioideae:""subfamily""	4037:Apiaceae:""family""	364270:Apiineae:""suborder""	4036:Apiales:""order""	91882:campanulids:""clade""	71274:asterids:""clade""	1437201:Pentapetalae:""clade""	91827:Gunneridae:""clade""	71240:eudicotyledons:""clade""	1437183:Mesangiospermae:""clade""	3398:Magnoliopsida:""class""	58024:Spermatophyta:""clade""	78536:Euphyllophyta:""clade""	58023:Tracheophyta:""clade""	3193:Embryophyta:""clade""	131221:Streptophytina:""subphylum""	35493:Streptophyta:""phylum""	33090:Viridiplantae:""kingdom""	2759:Eukaryota:""superkingdom""	131567:cellular organisms:""no rank""	1:root:""no rank""",Streptophyta,Magnoliopsida,Apiaceae,herb:shrub,forb/herb/shrub,,herb:shrub
Bellis,"41491:Bellis:""genus""	2841723:Bellidinae:""subtribe""	886584:South American lineages:""clade""	102809:Astereae:""tribe""	102804:Asteroideae:""subfamily""	4210:Asteraceae:""family""	4209:Asterales:""order""	91882:campanulids:""clade""	71274:asterids:""clade""	1437201:Pentapetalae:""clade""	91827:Gunneridae:""clade""	71240:eudicotyledons:""clade""	1437183:Mesangiospermae:""clade""	3398:Magnoliopsida:""class""	58024:Spermatophyta:""clade""	78536:Euphyllophyta:""clade""	58023:Tracheophyta:""clade""	3193:Embryophyta:""clade""	131221:Streptophytina:""subphylum""	35493:Streptophyta:""phylum""	33090:Viridiplantae:""kingdom""	2759:Eukaryota:""superkingdom""	131567:cellular organisms:""no rank""	1:root:""no rank""",Streptophyta,Magnoliopsida,Asteraceae,herb,forb/herb/shrub,,herb
Eleocharis,"46324:Eleocharis:""genus""	986143:Eleocharideae:""tribe""	986140:Cyperoideae:""subfamily""	4609:Cyperaceae:""family""	38820:Poales:""order""	4734:commelinids:""clade""	1437197:Petrosaviidae:""subclass""	4447:Liliopsida:""clade""	1437183:Mesangiospermae:""clade""	3398:Magnoliopsida:""class""	58024:Spermatophyta:""clade""	78536:Euphyllophyta:""clade""	58023:Tracheophyta:""clade""	3193:Embryophyta:""clade""	131221:Streptophytina:""subphylum""	35493:Streptophyta:""phylum""	33090:Viridiplantae:""kingdom""	2759:Eukaryota:""superkingdom""	131567:cellular organisms:""no rank""	1:root:""no rank""",Streptophyta,Magnoliopsida,Cyperaceae,graminoid:herb,graminoid/herb/shrub,,graminoid:herb
Scirpus,"46334:Scirpus:""genus""	986141:Scirpeae:""tribe""	986140:Cyperoideae:""subfamily""	4609:Cyperaceae:""family""	38820:Poales:""order""	4734:commelinids:""clade""	1437197:Petrosaviidae:""subclass""	4447:Liliopsida:""clade""	1437183:Mesangiospermae:""clade""	3398:Magnoliopsida:""class""	58024:Spermatophyta:""clade""	78536:Euphyllophyta:""clade""	58023:Tracheophyta:""clade""	3193:Embryophyta:""clade""	131221:Streptophytina:""subphylum""	35493:Streptophyta:""phylum""	33090:Viridiplantae:""kingdom""	2759:Eukaryota:""superkingdom""	131567:cellular organisms:""no rank""	1:root:""no rank""",Streptophyta,Magnoliopsida,Cyperaceae,graminoid:herb,graminoid/herb/shrub,,graminoid:herb
Calystegia,"47518:Calystegia:""genus""	292917:Convolvuleae:""tribe""	4118:Convolvulaceae:""family""	4069:Solanales:""order""	91888:lamiids:""clade""	71274:asterids:""clade""	1437201:Pentapetalae:""clade""	91827:Gunneridae:""clade""	71240:eudicotyledons:""clade""	1437183:Mesangiospermae:""clade""	3398:Magnoliopsida:""class""	58024:Spermatophyta:""clade""	78536:Euphyllophyta:""clade""	58023:Tracheophyta:""clade""	3193:Embryophyta:""clade""	131221:Streptophytina:""subphylum""	35493:Streptophyta:""phylum""	33090:Viridiplantae:""kingdom""	2759:Eukaryota:""superkingdom""	131567:cellular organisms:""no rank""	1:root:""no rank""",Streptophyta,Magnoliopsida,Convolvulaceae,forb:herb,forb/herb/shrub,,forb:herb
